regno,charity_name,legacy_income,voluntary_income,total_income,total_expenditure
299745,MOTABILITY,76000,932000,25003000,26403000
309486,MARLBOROUGH COLLEGE,538247,613247,24813815,23189343
311877,THE NATIONAL CENTRE FOR YOUNG PEOPLE WITH EPILEPSY CHARITABLE TRUST,0,1480000,24779000,22912000
1092236,CONCERN WORLDWIDE (UK),457243,16066479,24728803,21923956
311585,THE BELL EDUCATIONAL TRUST LIMITED,0,0,24679000,23031000
1121595,RSA ACADEMY AT TIPTON,NA,NA,24659000,7330000
249678,THE SOUTH LONDON CHURCH FUND AND SOUTHWARK DIOCESAN BOARD OF FINANCE,0,17096606,24571719,23295595
1093861,INTERNATIONAL MEDICAL CORPS (UK),0,3187761,24527305,23375903
1119619,ST PAUL'S SCHOOL,0,3139000,24460000,22055000
1105813,WEAVER VALE HOUSING TRUST LIMITED,0,0,24458000,21207000
1077961,WATCH TOWER BIBLE AND TRACT SOCIETY OF BRITAIN,2075191,11616129,24437937,23606341
206495,THE WOLFSON FOUNDATION,0,0,24380000,28847000
312929,UNIVERSITY COLLEGE PLYMOUTH ST MARK & ST JOHN,0,0,24350450,21393600
1110703,BOLTON SCHOOL,0,949000,24308000,22418000
528752,RUGBY SCHOOL,8494,2092724,24255303,22782969
529051,THE SCHOOLS OF KING EDWARD VI IN BIRMINGHAM,0,1218345,24144817,21922617
1120354,SOUTH WEST GRID FOR LEARNING TRUST,0,1408034,24130148,23978036
1116553,DERWENTSIDE HOMES LIMITED,0,0,24101000,14648000
306101,THE SCOUT ASSOCIATION,1848000,10167000,23999000,23065000
1077216,COMPASSION UK CHRISTIAN CHILD DEVELOPMENT,0,23837371,23864367,23224820
1109476,THE THAILAND BURMA BORDER CONSORTIUM,0,23679517,23710859,23806393
1111346,HALTON HOUSING TRUST LIMITED,0,0,23693000,32362000
1122249,THE RICHARD ROSE TRUST,NA,NA,23665320,19214788
209782,TOGETHER TRUST LIMITED,8806,82821,23656823,22247639
1060458,WALES MILLENNIUM CENTRE,0,7314000,23648000,26761000
306077,THE NORTH OF ENGLAND ZOOLOGICAL SOCIETY,0,3609000,23573000,22912000
201555,BRUNELCARE,132000,132000,23524000,22342000
311735,CLIFTON COLLEGE,0,91000,23422000,22597000
1091318,HCT GROUP,0,407492,23299317,22356142
307061,BRIGHTON COLLEGE,0,735766,23285644,19710981
236627,THE CHURCH OF ENGLAND PENSIONS BOARD,235000,502000,23259000,21895000
1113104,LIFELONG LEARNING UK,0,0,23209482,23542962
1088057,WARWICK INDEPENDENT SCHOOLS FOUNDATION,0,580000,23202000,20783000
1026493,AMPLEFORTH ABBEY,46000,1019000,23193000,22245000
1098740,BROMSGROVE SCHOOL,0,75689,23179056,21466480
1058226,MISSION AVIATION FELLOWSHIP INTERNATIONAL,0,11639000,23156000,21900000
511726,OPERA NORTH LIMITED,0,19462450,23115136,16447796
264713,FAMILY ACTION,24000,648000,23111000,22265000
247954,THE OXFORD DIOCESAN BOARD OF FINANCE,0,17225000,23104000,24108000
290511,"NATIONAL ENERGY ACTION",0,0,23062021,22476188
1120090,CHRIST'S HOSPITAL SCHOOL,0,7750000,22966000,22398000
257516,THE GRACE TRUST,0,0,22954246,24052209
229226,CHURCH COMMUNITIES UK,0,557185,22937247,22778748
284880,PHOENIX HOUSE,0,86479,22885292,22336199
1092857,TRELOAR TRUST,126512,1445251,22768249,23759882
1081228,SHERBORNE SCHOOL,5000,1090000,22762000,20975000
1110346,NEWMAN UNIVERSITY COLLEGE,0,12710129,22749891,20127832
1125521,THE SAID FOUNDATION,0,21308662,22645198,18443591
264658,"NACRO COMMUNITY ENTERPRISES LTD",0,0,22639000,22469000
243877,GLYNDEBOURNE PRODUCTIONS LIMITED,0,6202928,22612343,21251704
207812,ELIZABETH FINN CARE,1416326,1961981,22595699,29841382
1081849,THE WORLD SOCIETY FOR THE PROTECTION OF ANIMALS,2592000,22473000,22583000,20671000
1001349,SAMARITAN'S PURSE INTERNATIONAL LIMITED,0,22371309,22483466,22558841
311722,CHELTENHAM LADIES COLLEGE,56000,273000,22301000,20972000
312728,ST PETER'S COLLEGE (OTHERWISE KNOWN AS WESTMINSTER SCHOOL),0,909000,22275000,22924000
1031031,CHRISTIAN VISION,0,10016927,22272961,13281971
281942,THE GRAND CHARITY,1431000,21338300,22265600,24014700
278950,ST BEDE'S SCHOOL TRUST SUSSEX,0,0,22246876,22114975
1092778,SOCIAL CARE INSTITUTE FOR EXCELLENCE,0,0,22163921,11391117
1123904,THE PRIORY FEDERATION OF ACADEMIES,NA,NA,22133000,20539000
1048304,THE GRAMMAR SCHOOL AT LEEDS,0,202569,22125051,21508712
234216,BIRMINGHAM DIOCESAN TRUST,2686000,15042000,22124000,21376000
1118553,GDST ACADEMY TRUST,NA,NA,22086000,11914000
292786,THE BRITISH COMPUTER SOCIETY,0,0,22084000,24500000
312054,CHARTERHOUSE SCHOOL,322000,322000,22074000,21840000
216227,BLIND VETERANS UK,10086000,16396000,22023000,25162000
1101358,SEVENOAKS SCHOOL,0,338612,21987246,18854170
515691,LIFELINE PROJECT,0,219321,21805947,20995805
1107432,CIRCLE CARE AND SUPPORT,0,197000,21763000,21292000
310024,KING'S COLLEGE SCHOOL,0,575668,21623361,20298544
222930,NUGENT CARE,163000,287000,21612000,21273000
247257,PRACTICAL ACTION,1841000,8591000,21581000,21174000
309243,"ST PETER'S COLLEGE, RADLEY",876271,1373000,21570000,19302000
1105751,FUTURES HOMESCAPE LIMITED,0,45000,21568000,21078000
288180,HELPAGE INTERNATIONAL,0,6110000,21495000,19725000
288018,THE CHILDREN'S TRUST,137000,2547000,21478000,20287000
1046624,THE HORDER CENTRE,220465,457633,21417783,16398972
1097977,TONBRIDGE SCHOOL,2000,2110669,21401530,19398187
1091612,YMCA TRAINING,0,0,21396000,21136000
212810,"NATIONAL COUNCIL OF YOUNG MEN'S CHRISTIAN ASSOCIATIONS (INCORPORATED)",575000,3370000,21347000,21195000
1120102,LEEDS TRINITY UNIVERSITY COLLEGE,0,9718780,21342052,20897732
294230,AMNESTY INTERNATIONAL CHARITY LIMITED,0,21297000,21306000,21901000
288527,THE TERRENCE HIGGINS TRUST,1372000,5891000,21285000,19510000
1112582,STAFFORD & RURAL HOMES LIMITED,0,0,21210000,14987000
1089625,THE VODAFONE FOUNDATION,0,21092248,21186391,26748491
249505,THE CHELMSFORD DIOCESAN BOARD OF FINANCE,0,17724000,21183000,21064000
1001813,THE HALO TRUST,0,20782000,21077000,20374000
258197,PARKINSON'S DISEASE SOCIETY OF THE UNITED KINGDOM,999900,16450000,20936000,22786000
211091,TOGETHER WORKING FOR WELLBEING,45899,419678,20913894,20927393
1105907,HEREFORDSHIRE HOUSING LIMITED,0,0,20896000,20008000
310639,STOWE SCHOOL LIMITED,0,2011841,20804525,17825174
1131425,OAKHAM SCHOOL,0,375000,20799000,19437000
1081765,LOUGHBOROUGH ENDOWED SCHOOLS,175000,200000,20796000,18296000
202151,ST MONICA TRUST,0,0,20758000,22145000
309998,TRINITY LABAN CONSERVATOIRE OF MUSIC AND DANCE,0,11202413,20731323,20530456
207782,ST CHRISTOPHER'S FELLOWSHIP,38000,161000,20695000,20397000
1108428,SAINT JOHN OF GOD HOSPITALLER SERVICES,0,983000,20673000,21041000
1053486,CORNWALL CARE LIMITED,0,100,20643075,20646719
1119628,THE QUAERERE ACADEMY TRUST,NA,NA,20587000,6381000
297716,BUSINESS IN THE COMMUNITY,0,1518000,20568000,20286000
1074930,THE COALFIELDS REGENERATION TRUST,0,19323000,20523000,17614000
1075032,THE NATIONAL FOUNDATION FOR YOUTH MUSIC,0,20447635,20520571,19656641
211659,THE ROYAL OPERA HOUSE FOUNDATION,0,12826000,20497000,20497000
309089,"ST ANDREW'S COLLEGE, BRADFIELD",0,2356469,20485413,16924003
1000328,"SCIENCE, ENGINEERING AND MANUFACTURING TECHNOLOGIES ALLIANCE",0,0,20442000,21534000
1007102,THE LEMPRIERE PRINGLE TRUST,0,15583929,20225427,4494590
1082216,SAVE CHINA'S TIGERS,0,20185886,20188385,20364425
1121962,CITY OF LONDON ACADEMY ISLINGTON,NA,NA,20174757,8470122
234252,CONGREGATION OF THE BROTHERS OF CHARITY,0,36429,20128966,19764643
1014576,BRITISH REFUGEE COUNCIL,168000,3061000,20103000,18646000
1114633,CHESHIRE PEAKS AND PLAINS HOUSING TRUST LIMITED,0,0,19963000,14848000
1103896,SAFFRON HOUSING TRUST LIMITED,0,0,19962000,15744000
263960,ALLCHURCHES TRUST LIMITED,0,10007000,19954000,8541000
1096479,SHELTERBOX TRUST,79000,19847000,19893000,13026000
312765,SIR ROGER CHOLMELEY'S SCHOOL AT HIGHGATE,0,128261,19840441,17836615
279884,SADLER'S WELLS TRUST LIMITED,0,5180000,19835000,19546000
1107705,THE JEWISH COMMUNITY SECONDARY SCHOOL TRUST,0,2880211,19817792,548899
1123496,CITY SOUTH MANCHESTER HOUSING TRUST LIMITED,0,0,19782000,25610000
219260,BOURNVILLE VILLAGE TRUST,0,0,19711000,15233000
310864,"SIR ANTONY BROWNE'S SCHOOL TRUST, BRENTWOOD",46662,47096,19621681,16809536
1096689,FLOURISH HOMES LIMITED,NA,NA,19619000,19706000
1064758,THE MILL HILL SCHOOL FOUNDATION,0,550000,19537000,19123000
1070856,CRANLEIGH SCHOOL,85000,1640000,19430000,18342000
527578,MALVERN COLLEGE,0,84468,19359849,16080078
1092298,SIR JOHN PORT'S CHARITY,0,382055,19331469,16493103
312714,LATYMER FOUNDATION AT HAMMERSMITH,23405,1382908,19320582,18105966
1105455,INTERNATIONAL HEALTH PARTNERS (UK) LIMITED,0,690161,19267182,19339760
250058,COTTAGE AND RURAL ENTERPRISES LIMITED,0,616573,19259705,19192888
527618,STAMFORD ENDOWED SCHOOLS,145000,160491,19249946,18221477
216032,LEUKAEMIA & LYMPHOMA RESEARCH,6674000,16078000,19135000,21956000
306371,THE INSTITUTE OF DEVELOPMENT STUDIES,0,0,19109000,19345000
525616,WILLIAM JONES'S SCHOOLS FOUNDATION,0,307000,19093000,18600000
293074,THE ROYAL ACADEMY OF ENGINEERING,0,1633062,19084194,17534491
221538,WELSH NATIONAL OPERA LIMITED,22000,1055000,19061000,18613000
306016,THE GUIDE ASSOCIATION,163438,4331254,19039113,21485252
1099776,MALARIA CONSORTIUM,0,260580,19033028,19864363
1075125,OLD FORD HOUSING ASSOCIATION,0,68000,18986000,19852000
702290,CARTREFI CYMRU LIMITED,0,0,18892000,18693000
1122096,WOODARD ACADEMIES TRUST,NA,NA,18882640,17076688
1015243,MEDICAL RESEARCH COUNCIL TECHNOLOGY,0,0,18861000,11881000
700390,CTC KINGSHURST ACADEMY,NA,NA,18837929,11122529
1058499,THE INSTITUTE OF FOOD RESEARCH,0,0,18801000,16416000
1079797,CHARTERED INSTITUTE OF PERSONNEL AND DEVELOPMENT,0,0,18793000,18113000
208944,KING EDWARD VII'S HOSPITAL SISTER AGNES,653748,2007928,18701803,19036663
528961,COVENTRY SCHOOL FOUNDATION,0,454102,18701718,17563748
528413,SHREWSBURY SCHOOL,0,715259,18652992,17751172
1093425,MOSSBOURNE COMMUNITY ACADEMY LIMITED,NA,NA,18639798,11576162
1066916,COASTLINE HOUSING LIMITED,0,0,18620000,17876000
210063,ROYAL BRITISH LEGION INDUSTRIES LTD.,0,0,18587335,18426363
309681,ST EDWARD'S SCHOOL,0,2570234,18583056,15859307
1107328,CLIC SARGENT CANCER CARE FOR CHILDREN,2809079,15662018,18565620,18588722
310013,HAILEYBURY AND IMPERIAL SERVICE COLLEGE,0,283534,18560000,17839000
313392,THE NATIONAL FOUNDATION FOR EDUCATIONAL RESEARCH IN ENGLAND AND WALES,0,14292,18554201,18715676
250037,THE SALFORD DIOCESAN TRUST,438000,12902321,18500151,19973938
1115322,IN TOUCH SUPPORT,0,0,18468000,18239000
1063808,ST LAURENCE EDUCATION TRUST,0,196000,18465000,18481000
1053705,RUSKIN MILL LAND TRUST,0,371851,18464801,17782668
1046769,THE SIGRID RAUSING TRUST,0,18117568,18451795,22280126
1081009,THE ROYAL AIR FORCE BENEVOLENT FUND,7056000,12003000,18372000,27053000
1127015,THE NORTHUMBERLAND CHURCH OF ENGLAND ACADEMY,NA,NA,18327980,18670327
510842,BIRMINGHAM HIPPODROME THEATRE TRUST LIMITED,0,11000,18324000,18430000
311436,"THE LEYS AND SAINT FAITH'S SCHOOLS FOUNDATION,",0,288090,18286364,17088472
1088415,WAKEFIELD GRAMMAR SCHOOL FOUNDATION,0,159536,18255753,17410508
1018963,THE ADOLESCENT AND CHILDREN'S TRUST,0,81504,18232953,18724491
310007,ROYAL ACADEMY OF MUSIC,0,5570712,18222503,17177630
306210,BRYANSTON SCHOOL INCORPORATED,0,312512,18141817,16073392
310638,GIRLS' EDUCATION COMPANY LTD,0,1707279,18139204,15310910
1062636,BREAKTHROUGH BREAST CANCER,342000,11905000,18086000,18865000
312748,"UNIVERSITY COLLEGE SCHOOL, HAMPSTEAD",0,174000,18078000,16904000
1102460,MYTIME ACTIVE,0,0,18077701,17041437
311720,CHELTENHAM COLLEGE,77638,236000,18036000,17474000
269123,PROSPECTS LEARNING FOUNDATION LIMITED,0,0,18007093,7277552
1121325,THE REECE FOUNDATION,0,18000000,18001218,1244577
512907,MAKING SPACE,69280,85774,17957343,17313284
243134,THE CHICHESTER DIOCESAN FUND AND BOARD OF FINANCE (INCORPORATED),0,13525968,17951407,16972560
1102949,AHMADIYYA MUSLIM JAMAAT INTERNATIONAL,0,17941000,17947000,16280000
307071,EASTBOURNE COLLEGE (INCORPORATED),0,311000,17909000,14073000
206186,THE NATIONAL SOCIETY FOR EPILEPSY,465000,1334000,17904000,17901000
1104484,THE HELPING FOUNDATION,0,13225084,17840617,6330933
1050724,THE ASSOCIATION OF ACCOUNTING TECHNICIANS,0,0,17800791,18757790
1107827,THE LICHFIELD DIOCESAN BOARD OF FINANCE (INCORPORATED),0,13946000,17729000,17835000
309268,THE ROYAL COLLEGE OF MUSIC,12000,2497500,17662662,17001412
1122655,THE COLLEGIATE ACADEMY TRUST,NA,NA,17649503,17588995
1079456,EDUSERV,0,0,17642529,18332996
1120673,THE JCB ACADEMY TRUST,NA,NA,17624987,835909
1109786,WORCESTER COMMUNITY HOUSING LIMITED,0,0,17615722,17313524
1074610,TOR HOMES,NA,NA,17607457,16071777
504913,THE LINKAGE COMMUNITY TRUST LIMITED,0,32641,17589180,17499454
1087445,NORTH MUSIC TRUST,0,5151556,17577538,17284611
1017853,ST GEORGE'S COLLEGE WEYBRIDGE,0,103399,17553263,15563021
1011290,FITZROY SUPPORT,0,256489,17535468,17553406
1112915,VICTORY HOUSING TRUST,0,0,17529000,19533000
207316,NIGHTINGALE HOUSE,5177000,8539000,17505000,11318000
1078179,BOSTON MAYFLOWER LIMITED,0,0,17505000,16278000
1079576,THE AVENUES TRUST SUPPORT SERVICES,0,1158,17495018,16800856
1120005,HAMPTON SCHOOL,10000,317717,17490797,15773074
312826,ROYAL ACADEMY OF DANCE,5039,5039,17486076,16537115
1124853,JAMES ALLEN'S GIRLS' SCHOOL,375213,459035,17472531,16985178
228636,THE ROYAL COLLEGE OF PSYCHIATRISTS,0,279000,17446000,15874000
515060,LOCAL SOLUTIONS,0,231294,17429464,17374002
518286,THE WILF WARD FAMILY TRUST,0,398958,17357230,16763242
1071298,ABINGDON SCHOOL,0,129596,17333298,16017776
1087554,THE OXFORDSHIRE CARE PARTNERSHIP,0,0,17326000,17266000
266518,AGA KHAN FOUNDATION (UNITED KINGDOM),0,0,17313244,19104501
231323,RELIGIOUS SISTERS OF CHARITY,3741806,8906114,17288832,13355075
298175,THE TENNIS FOUNDATION,0,16089000,17276000,18022000
284545,THEATRE ROYAL (PLYMOUTH) LIMITED,0,3759000,17264000,17081000
1063732,THE PORTSMOUTH GRAMMAR SCHOOL,0,351968,17262978,15808599
206882,THE INSTITUTION OF MECHANICAL ENGINEERS,544000,544000,17236000,16037000
228248,THE OVERSEAS DEVELOPMENT INSTITUTE,0,0,17145602,16789376
326839,THE HOBSON CHARITY LIMITED,0,16602563,17142248,2335711
306087,PROFESSIONAL FOOTBALLERS ASSOCIATION EDUCATIONAL FUND,0,16298070,17091477,13747204
310870,FELSTED SCHOOL,0,179881,17057059,17977876
1068617,THE ACT FOUNDATION,0,0,17047089,14807311
310018,MERCHANT TAYLORS' EDUCATIONAL TRUST,0,467532,17028649,16010927
1115843,THE NORTH LONDON COLLEGIATE SCHOOL,0,851673,17003350,15225452
1126504,IGEN TRUST,0,0,17001858,16430782
1080999,SHELL FOUNDATION,0,13336219,16985183,10914895
1057971,ALLEYN'S SCHOOL,0,1904000,16968000,16635000
1095197,THE ROYAL MARSDEN CANCER CHARITY,891994,16138450,16960558,17950462
1024806,INTERNATIONAL FUND FOR ANIMAL WELFARE,4094879,15984823,16892039,13742796
312046,THE ROYAL MEDICAL FOUNDATION OF EPSOM COLLEGE,59189,224000,16854000,16009000
1095623,THE CONSERVATOIRE FOR DANCE AND DRAMA,0,12044906,16824553,16943332
1045587,SOUTH ENGLAND CONFERENCE OF SEVENTH DAY ADVENTISTS,6105,15334130,16758515,15870309
1111657,ORTHOPAEDIC RESEARCH UK,0,782,16747562,15478407
288467,DUCHESNE TRUST,0,16324038,16722980,10559527
313343,BOOK TRUST,0,9622,16704026,15167028
1128926,THE DR MORTIMER AND THERESA SACKLER FOUNDATION,0,0,16702859,6874454
1017938,THE CHARTERED INSTITUTE OF PURCHASING AND SUPPLY,0,0,16674836,16315677
226064,FRIENDS OF THE ELDERLY,309863,309863,16643614,16591733
266916,THE SHAKESPEARE GLOBE TRUST,0,2774499,16615116,14390727
292411,CENTREPOINT SOHO,64681,4392000,16598000,16446000
326508,THE BRENDONCARE FOUNDATION,0,370000,16522000,15660000
1081420,TAUNTON SCHOOL EDUCATIONAL CHARITY,0,444400,16514300,15599600
700370,WEST MIDLANDS SPECIAL NEEDS TRANSPORT LIMITED,0,11850000,16467110,16126037
803007,THE CITY LITERARY INSTITUTE,0,8192000,16461000,15982000
1120727,NEW LINE LEARNING,NA,NA,16447000,15781000
1104989,YORKSHIRE COAST HOMES LIMITED,0,0,16419000,19731000
286967,THE HEALTH FOUNDATION,0,0,16416000,29873000
210667,ST CHRISTOPHERS HOSPICE,4016000,7537000,16403000,16126000
1016532,THE NATIONAL DEAF CHILDREN'S SOCIETY,917087,14841891,16375536,14512947
529909,THE MANCHESTER GRAMMAR SCHOOL FOUNDATION,0,2672818,16320158,15162385
526702,CHETHAM'S HOSPITAL SCHOOL AND LIBRARY,137800,1350439,16273330,9492464
294540,THE CONSTANCE TRAVIS CHARITABLE TRUST,0,15504748,16261207,938736
1048771,TRINITY UNIVERSITY COLLEGE,0,7345958,16186819,15491795
230011,THE SOCIETY OF LICENSED VICTUALLERS,0,299301,16180736,16253951
800972,LEIGH ACADEMIES TRUST,NA,NA,16155000,18422000
515755,DEVELOPING INITIATIVES FOR SUPPORT IN THE COMMUNITY LIMITED,0,39109,16105958,15825751
1033192,IMMIGRATION ADVISORY SERVICE,0,3586,16092661,16860114
1015059,DOWNE HOUSE SCHOOL,0,40000,16001002,15221423
220239,"NATIONAL STAR FOUNDATION",0,1683936,15999222,13849087
295981,"NATIONAL CHILDMINDING ASSOCIATION",0,0,15971867,15881276
246871,PORTSMOUTH ROMAN CATHOLIC DIOCESAN TRUST (TRUST PROPERTY),1324931,13247070,15957023,13996102
1126523,GEDLING HOMES,0,550000,15908000,22298000
1123727,THE BASILDON ACADEMIES,NA,NA,15885000,14856000
1069380,THE SAID BUSINESS SCHOOL FOUNDATION,0,15811080,15855672,16378048
1107385,DEPAUL INTERNATIONAL,129000,2625000,15824000,15454000
311780,THE ROYAL AGRICULTURAL COLLEGE,0,126475,15742166,15460599
232391,THE LONDON SYMPHONY ORCHESTRA LIMITED,0,7696000,15735000,15574000
309639,COTHILL EDUCATIONAL TRUST,0,52021,15731483,15820718
234434,THE CONGREGATION OF THE LITTLE SISTERS OF THE POOR - ENGLISH PROVINCE,2491767,3871615,15713208,15937470
1124538,THE ISLE OF SHEPPEY ACADEMY,NA,NA,15711702,14993202
224469,LIVERPOOL PERSONAL SERVICE SOCIETY (INC ),0,651397,15699577,15486699
292058,MILDMAY MISSION HOSPITAL,303000,796000,15698000,14120000
279756,THE DARTINGTON HALL TRUST,0,862000,15607000,16843000
312715,DULWICH COLLEGE PREPARATORY SCHOOL TRUST,24206,15116992,15606545,14942488
307332,BEDALES SCHOOL,0,38513,15604828,14685644
307854,BENENDEN SCHOOL (KENT) LIMITED,0,0,15604783,14158907
206504,THE INTERNATIONAL INSTITUTE FOR STRATEGIC STUDIES,0,5608688,15511156,12052059
306315,CANFORD SCHOOL LIMITED,0,274467,15477016,13445339
206219,THE ROYAL SOCIETY OF MEDICINE,180000,954000,15438000,14719000
1086829,DEAN CLOSE SCHOOL,0,42956,15379886,13617467
517149,OPPORTUNITY HOUSING TRUST,0,0,15362454,15672050
294832,WALSINGHAM,24000,32472,15362082,14891051
1105630,THE THOMAS DEACON ACADEMY,NA,NA,15338000,16563000
1118995,SCHOOL FOOD TRUST,0,0,15257000,14129000
1104723,TWO RIVERS HOUSING,0,0,15256000,19068000
1097482,CATHOLIC TRUST FOR ENGLAND AND WALES,0,12900936,15196599,14969220
1048066,HINXTON HALL LIMITED,0,1519000,15180000,15094000
211234,THE PAPWORTH TRUST,0,1582000,15173000,15141000
1063906,THE NORTHERN ROCK FOUNDATION,0,15000000,15173000,13443000
312028,KING EDWARD VI'S GRAMMAR SCHOOL (THE ROYAL GRAMMAR SCHOOL) GUILDFORD,0,255423,15136038,13883084
515943,THE PERCY HEDLEY FOUNDATION,53809,530533,15112028,15209315
1015324,SKILLSET SECTOR SKILLS COUNCIL,0,2588000,15106495,14684925
285627,OXFORD ARCHAEOLOGY LIMITED,0,0,15093093,16229199
1115638,DAUNTSEY'S SCHOOL,0,53126,15074105,13902740
1107691,EAST END HOMES LIMITED,0,0,15002000,12040000
1045672,EMERGE POVERTY FREE (WORLD EMERGENCY RELIEF),269747,14779193,14934493,14759356
309676,DRAGON SCHOOL TRUST LIMITED,0,495000,14892000,14282000
1076498,HURSTPIERPOINT COLLEGE LIMITED,0,59079,14864451,13868347
306153,AQUATERRA LEISURE,0,0,14821000,15142000
248887,THE ST ALBANS DIOCESAN BOARD OF FINANCE,0,10896259,14806903,14231646
227931,POOR SERVANTS OF THE MOTHER OF GOD,79843,1146916,14661283,12155755
527276,BISHOP GROSSETESTE UNIVERSITY COLLEGE LINCOLN,0,123063,14647438,13376295
248968,THE CHESTER DIOCESAN BOARD OF FINANCE,0,10503000,14538000,14068000
1120654,THE PERSE SCHOOL,100000,462000,14511000,11757000
1028260,NORTH EAST AUTISM SOCIETY,0,20296,14500681,13498253
1122527,WREN ACADEMY,NA,NA,14468991,4528139
1100277,RUGBY FOOTBALL FOUNDATION,0,14369821,14371594,14118110
297107,IFS SCHOOL OF FINANCE,0,0,14339000,14573000
313364,FIELD STUDIES COUNCIL,2000,1254785,14295162,13848991
800066,INTERNATIONAL INSTITUTE FOR ENVIRONMENT AND DEVELOPMENT,0,6326,14289650,19234074
1060078,UNITED JEWISH ISRAEL APPEAL,302000,13666000,14278000,16200000
230102,THE HENRY SMITH CHARITY,0,0,14264000,35421000
1076356,THE LEPROSY MISSION INTERNATIONAL,0,14173181,14258946,14179947
309678,HEADINGTON SCHOOL OXFORD LIMITED,0,82962,14249997,13318266
1068298,KEEPING KIDS COMPANY,150000,8092712,14232306,14167585
506120,LEICESTERSHIRE & RUTLAND ORGANISATION FOR THE RELIEF OF SUFFERING LIMITED,5556177,7709001,14229105,9381524
1112196,TEIGN HOUSING,0,0,14191737,13349869
1076456,ARDINGLY COLLEGE LIMITED,0,12839,14135372,13746459
1126980,THE KING'S FUND,6000,6000,14093913,17280583
1098294,TEACH FIRST,0,4994998,14039151,12608465
1109508,CATERHAM SCHOOL LIMITED,0,0,14037000,13438000
296694,EQUINOX CARE,0,275873,13966610,14058700
525775,"NATIONAL LIBRARY OF WALES",0,0,13927000,13410000
801395,THE NATIONAL CHILDBIRTH TRUST,0,747000,13897000,14374000
1015648,THE ANDREW LLOYD WEBBER FOUNDATION,0,624,13892064,306312
1121955,CONNEXIONS STAFFORDSHIRE LIMITED,0,0,13844891,13412199
249798,THE EXETER DIOCESAN BOARD OF FINANCE,313256,10782563,13839783,12703221
1098236,THE KING'S SCHOOL WORCESTER,0,164955,13829632,12916250
312677,"FOREST SCHOOL, ESSEX",0,79320,13801670,13669915
1076483,LANCING COLLEGE LIMITED,101003,213256,13698457,13255508
327354,THE NATIONAL COACHING FOUNDATION,0,6514076,13678421,12677947
1125485,THE MERCHANT TAYLORS' SCHOOLS CROSBY,185668,185668,13668987,13362832
1082947,CRISIS UK,436000,12252000,13638000,14675000
1120522,THE SOUTH STREET GREEN ROOM FOUNDATION,0,13623429,13623433,27961
1105500,GRESHAM'S SCHOOL,0,8982,13609411,13176596
214005,ENGLISH NATIONAL BALLET,0,7703420,13605716,13245640
1095322,ABSOLUTE RETURN FOR KIDS (ARK),0,10492000,13593000,12932000
1081898,REIGATE GRAMMAR SCHOOL,0,155328,13568009,13297492
251983,THE GUY'S & ST THOMAS' CHARITY AND OTHER RELATED CHARITIES,413000,2260000,13544000,21282000
1085760,THE BROOKE HOSPITAL FOR ANIMALS,5162155,13098733,13482706,13123806
311083,THE ARCHITECTURAL ASSOCIATION (INCORPORATED),1218017,1435563,13457910,12631423
212563,BARTS AND THE LONDON CHARITY AND RELATED CHARITIES,540000,2563000,13446000,10788000
235686,HEXHAM AND NEWCASTLE DIOCESAN TRUST (1947),831672,8805918,13429445,12624265
